Info, Time, Steps, Train accuracy, Loss, Validation accuracy, Train Folds, Final test accuracy,Tensorboard dir, Misclassified Images, Early Stopping Result
Date created: Tue Oct 10 15:22:17 SGT 2017

#################### Setting ######################

home_dir: /home/duclong002/
Jpeg_data_dir: /home/duclong002/Dataset/JPEG_data/
code_dir: /home/duclong002/FYP/image_retraining/
dataset_arr: PAP_smear_JPEG

learning_rate_arr:  0.1 0.03
how_many_training_steps: 10000
testing_percentage_arr: 20
train_batch_size_arr: 30 50 100
hidden_layer1_size_arr: 50 100
dropout_keep_prob_arr: 0.7 0.8
learning_rate_decay_arr: 0.33 0.5

################# End of Setting ##################

"[Namespace(architectures='', bottleneck_dir='/tmp/bottleneck', checkpoint_dir='/home/duclong002/checkpoints', csvlogfile='/home/duclong002/retrain_logs/logfile/log_10-10-15:22:17.csv', dropout_keep_prob=0.69999999, early_stopping_n_steps=5, eval_step_interval=100, final_tensor_name='final_result', flip_left_right=False, hidden_layer1_size=50, how_many_training_steps=10000, image_dir='/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/', intermediate_output_graphs_dir='/tmp/intermediate_graph/', intermediate_store_frequency=0, learning_rate=0.1, learning_rate_decay=0.33, model_dir='/home/duclong002/pretrained_model/', output_graph='/tmp/output_graph.pb', output_labels='/tmp/output_labels.txt', print_misclassified_test_images=True, random_brightness=0, random_crop=0, random_scale=0, summaries_dir='/home/duclong002/retrain_logs/PAP_smear_JPEG_10-10-15:22:17', test_batch_size=-1, testing_percentage=20, train_batch_size=30, validation_batch_size=-1, validation_percentage=10), ['inception_resnet_v2']]"
,2017-10-10 15:55:33.617031,0,52.999997139,0.692169,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:55:39.002925,100,93.0000066757,0.240248,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:55:44.420586,200,92.0000016689,0.195828,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:55:49.976585,300,96.0000038147,0.117762,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:55:55.435522,400,98.0000019073,0.0864053,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:56:00.980150,500,91.0000085831,0.147636,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:56:06.469122,600,90.0000035763,0.188268,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:56:12.073855,700,97.000002861,0.0812899,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:56:17.567934,800,99.0000009537,0.0432315,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:56:23.173620,900,98.0000019073,0.0580452,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:56:28.691888,1000,100.0,0.0233023,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:56:34.292781,1100,100.0,0.0249081,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:56:39.885405,1200,100.0,0.0134871,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:56:45.369476,1300,100.0,0.00964513,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:56:50.967226,1400,100.0,0.0139973,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:56:56.584171,1500,100.0,0.00727917,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:57:02.211427,1600,100.0,0.00848162,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:57:07.738965,1700,100.0,0.00703314,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:57:13.386496,1800,100.0,0.00422864,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:57:19.077705,1900,100.0,0.00460455,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:57:24.636633,2000,100.0,0.00536324,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:57:30.336115,2100,100.0,0.00402715,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:57:36.004991,2200,100.0,0.00709306,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:57:41.695378,2300,100.0,0.00405445,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:57:47.400214,2400,100.0,0.00462042,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 15:57:53.119138,2500,100.0,0.00490083,,"['fold1', 'fold2', 'fold3', 'fold4']"
,,,,,,,,,"The best final result is at 2100 steps:Train accuracy: 100.0, Loss: 0.00402715"
,2017-10-10 15:57:53.674858,,,,,,86.7088615894,/home/duclong002/retrain_logs/PAP_smear_JPEG_10-10-15:52:05,"[('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149014631-149014646-003.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149317204-149317230-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149190861-149190868-001.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149316117-149316131-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149314453-149314507-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/153826963-153826976-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/153701139-153701158-004.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149316426-149316462-001.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149101437-149101467-001.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/158986813-158986820-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157222534-157223355-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/153956444-153956458-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/209566399-209566517-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157267263-157267286-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157181481-157181497-002.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157185527-157185540-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/158986766-158986776-002.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157227461-157227503-002.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157184850-157184920-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157185781-157185814-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157185781-157185793-001.jpg', 'abnormal')]"
,,,,,91.44749999999999
"[Namespace(architectures='', bottleneck_dir='/tmp/bottleneck', checkpoint_dir='/home/duclong002/checkpoints', csvlogfile='/home/duclong002/retrain_logs/logfile/log_10-10-15:22:17.csv', dropout_keep_prob=0.69999999, early_stopping_n_steps=5, eval_step_interval=100, final_tensor_name='final_result', flip_left_right=False, hidden_layer1_size=50, how_many_training_steps=10000, image_dir='/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/', intermediate_output_graphs_dir='/tmp/intermediate_graph/', intermediate_store_frequency=0, learning_rate=0.03, learning_rate_decay=0.33, model_dir='/home/duclong002/pretrained_model/', output_graph='/tmp/output_graph.pb', output_labels='/tmp/output_labels.txt', print_misclassified_test_images=True, random_brightness=0, random_crop=0, random_scale=0, summaries_dir='/home/duclong002/retrain_logs/PAP_smear_JPEG_10-10-15:57:54', test_batch_size=-1, testing_percentage=20, train_batch_size=100, validation_batch_size=-1, validation_percentage=10), ['inception_resnet_v2']]"
,2017-10-10 15:57:59.044307,0,55.999994278,0.692846,81.0526371002,"['fold2', 'fold3', 'fold4']"
,2017-10-10 15:58:04.171001,100,86.0000014305,0.378865,85.7894778252,"['fold2', 'fold3', 'fold4']"
,2017-10-10 15:58:09.167864,200,94.9999988079,0.200215,84.2105329037,"['fold2', 'fold3', 'fold4']"
,2017-10-10 15:58:14.216426,300,90.0000095367,0.237157,82.1052730083,"['fold2', 'fold3', 'fold4']"
,2017-10-10 15:58:19.307812,400,94.000005722,0.156839,87.3684227467,"['fold2', 'fold3', 'fold4']"
,2017-10-10 15:58:24.459327,500,96.0000038147,0.125115,86.8421137333,"['fold2', 'fold3', 'fold4']"
,2017-10-10 15:58:29.499738,600,100.0,0.0723474,89.4736886024,"['fold2', 'fold3', 'fold4']"
,2017-10-10 15:58:34.584143,700,98.0000019073,0.0709845,89.4736886024,"['fold2', 'fold3', 'fold4']"
,2017-10-10 15:58:39.762988,800,99.0000009537,0.0508663,90.0000035763,"['fold2', 'fold3', 'fold4']"
,2017-10-10 15:58:44.948590,900,99.0000009537,0.0494126,90.5263185501,"['fold2', 'fold3', 'fold4']"
,2017-10-10 15:58:50.035840,1000,100.0,0.0406606,90.0000035763,"['fold2', 'fold3', 'fold4']"
,2017-10-10 15:58:55.286299,1100,100.0,0.0287423,91.0526335239,"['fold2', 'fold3', 'fold4']"
,2017-10-10 15:59:00.404902,1200,100.0,0.0301785,90.0000035763,"['fold2', 'fold3', 'fold4']"
,2017-10-10 15:59:05.632933,1300,100.0,0.0288591,90.5263185501,"['fold2', 'fold3', 'fold4']"
,2017-10-10 15:59:10.743479,1400,100.0,0.0335227,89.4736886024,"['fold2', 'fold3', 'fold4']"
,2017-10-10 15:59:15.969884,1500,100.0,0.0296601,91.0526394844,"['fold2', 'fold3', 'fold4']"
,,,,,,,,,"The best result is at 1100 steps:Train accuracy: 100.0, Validation accuracy: 91.05, Loss: 0.0287423"
,2017-10-10 15:59:16.518157,,,,,,89.8734211922,/home/duclong002/retrain_logs/PAP_smear_JPEG_10-10-15:57:54,"[('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/158986813-158986820-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157222534-157223355-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/153956444-153956458-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/209566399-209566517-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157181481-157181497-002.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157185527-157185540-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/158986766-158986776-002.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157184850-157184920-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157185781-157185814-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157185781-157185793-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149014631-149014646-003.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149317204-149317230-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149316117-149316131-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/153826963-153826976-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/153701139-153701158-004.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149316426-149316462-001.jpg', 'normal')]"
,2017-10-10 15:59:17.165939,0,62.9999995232,0.693022,55.3763449192,"['fold1', 'fold3', 'fold4']"
,2017-10-10 15:59:22.298453,100,75.9999930859,0.463645,84.4086050987,"['fold1', 'fold3', 'fold4']"
,2017-10-10 15:59:27.367462,200,88.9999985695,0.27772,89.2473101616,"['fold1', 'fold3', 'fold4']"
,2017-10-10 15:59:32.566817,300,91.0000026226,0.262034,89.7849440575,"['fold1', 'fold3', 'fold4']"
,2017-10-10 15:59:37.627373,400,92.9999947548,0.166434,91.935479641,"['fold1', 'fold3', 'fold4']"
,2017-10-10 15:59:42.814262,500,97.000002861,0.108558,92.4731135368,"['fold1', 'fold3', 'fold4']"
,2017-10-10 15:59:47.926768,600,93.9999938011,0.152966,93.0107474327,"['fold1', 'fold3', 'fold4']"
,2017-10-10 15:59:53.156075,700,98.0000019073,0.0944495,92.4731135368,"['fold1', 'fold3', 'fold4']"
,2017-10-10 15:59:58.276126,800,95.9999978542,0.115887,93.548387289,"['fold1', 'fold3', 'fold4']"
,2017-10-10 16:00:03.521801,900,100.0,0.0402703,93.0107474327,"['fold1', 'fold3', 'fold4']"
,2017-10-10 16:00:08.709098,1000,100.0,0.072166,93.548387289,"['fold1', 'fold3', 'fold4']"
,2017-10-10 16:00:14.011892,1100,99.0000009537,0.040537,93.548387289,"['fold1', 'fold3', 'fold4']"
,2017-10-10 16:00:19.223007,1200,100.0,0.0377209,94.0860211849,"['fold1', 'fold3', 'fold4']"
,2017-10-10 16:00:24.548222,1300,99.0000009537,0.040525,94.0860211849,"['fold1', 'fold3', 'fold4']"
,2017-10-10 16:00:29.862980,1400,98.0000019073,0.0459026,94.0860211849,"['fold1', 'fold3', 'fold4']"
,2017-10-10 16:00:35.093198,1500,100.0,0.0371102,94.0860211849,"['fold1', 'fold3', 'fold4']"
,2017-10-10 16:00:40.452959,1600,99.0000009537,0.0340124,94.0860211849,"['fold1', 'fold3', 'fold4']"
,,,,,,,,,"The best result is at 1200 steps:Train accuracy: 100.0, Validation accuracy: 94.08, Loss: 0.0377209"
,2017-10-10 16:00:41.020721,,,,,,88.6075973511,/home/duclong002/retrain_logs/PAP_smear_JPEG_10-10-15:57:54,"[('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/158986813-158986820-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157222534-157223355-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/209566399-209566517-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157181481-157181497-002.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157185527-157185540-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/158986766-158986776-002.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157184850-157184920-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157185781-157185814-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157185781-157185793-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149316117-149316122-003.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149014631-149014646-003.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149317204-149317230-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149190861-149190868-001.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149316117-149316131-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/153826963-153826976-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/153701139-153701158-004.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149316426-149316462-001.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149101437-149101467-001.jpg', 'normal')]"
,2017-10-10 16:00:41.666772,0,50.9999930859,0.693091,67.0157074928,"['fold1', 'fold2', 'fold4']"
,2017-10-10 16:00:46.808803,100,86.0000014305,0.358864,83.7696433067,"['fold1', 'fold2', 'fold4']"
,2017-10-10 16:00:51.858325,200,91.0000026226,0.247154,84.293192625,"['fold1', 'fold2', 'fold4']"
,2017-10-10 16:00:57.029295,300,94.000005722,0.191847,85.340321064,"['fold1', 'fold2', 'fold4']"
,2017-10-10 16:01:02.132205,400,93.0000066757,0.221075,87.4345541,"['fold1', 'fold2', 'fold4']"
,2017-10-10 16:01:07.268432,500,99.0000009537,0.0916053,88.481682539,"['fold1', 'fold2', 'fold4']"
,2017-10-10 16:01:12.464680,600,96.0000038147,0.112704,81.1518371105,"['fold1', 'fold2', 'fold4']"
,2017-10-10 16:01:17.588554,700,99.0000009537,0.0574107,90.0523543358,"['fold1', 'fold2', 'fold4']"
,2017-10-10 16:01:22.850634,800,100.0,0.0443576,91.623044014,"['fold1', 'fold2', 'fold4']"
,2017-10-10 16:01:28.139399,900,100.0,0.0349669,89.528799057,"['fold1', 'fold2', 'fold4']"
,2017-10-10 16:01:33.304145,1000,100.0,0.0328656,89.528799057,"['fold1', 'fold2', 'fold4']"
,2017-10-10 16:01:38.596208,1100,100.0,0.0389863,90.575915575,"['fold1', 'fold2', 'fold4']"
,2017-10-10 16:01:43.772195,1200,99.0000009537,0.0353042,90.575915575,"['fold1', 'fold2', 'fold4']"
,,,,,,,,,"The best result is at 800 steps:Train accuracy: 100.0, Validation accuracy: 91.62, Loss: 0.0443576"
,2017-10-10 16:01:44.325863,,,,,,87.9746794701,/home/duclong002/retrain_logs/PAP_smear_JPEG_10-10-15:57:54,"[('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/158986813-158986820-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/153956444-153956458-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157181481-157181497-002.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157185527-157185540-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/158986766-158986776-002.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157184850-157184920-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157185781-157185814-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157185781-157185793-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149316117-149316122-003.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149014631-149014646-003.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149317204-149317230-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149190861-149190868-001.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149316117-149316131-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/153831027-153831045-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/153826963-153826976-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/153701139-153701158-004.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149316426-149316462-001.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/153826963-153826989-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149101437-149101467-001.jpg', 'normal')]"
,2017-10-10 16:01:45.112804,0,52.999997139,0.692949,29.1666686535,"['fold1', 'fold2', 'fold3']"
,2017-10-10 16:01:50.145577,100,81.9999992847,0.436756,79.6875,"['fold1', 'fold2', 'fold3']"
,2017-10-10 16:01:55.199746,200,94.000005722,0.227559,85.4166686535,"['fold1', 'fold2', 'fold3']"
,2017-10-10 16:02:00.394428,300,93.0000066757,0.186829,88.5416805744,"['fold1', 'fold2', 'fold3']"
,2017-10-10 16:02:05.459650,400,97.000002861,0.11449,89.0625059605,"['fold1', 'fold2', 'fold3']"
,2017-10-10 16:02:10.636308,500,96.0000038147,0.109994,84.895837307,"['fold1', 'fold2', 'fold3']"
,2017-10-10 16:02:15.718258,600,97.000002861,0.102699,89.583337307,"['fold1', 'fold2', 'fold3']"
,2017-10-10 16:02:20.951827,700,100.0,0.0441211,90.6250059605,"['fold1', 'fold2', 'fold3']"
,2017-10-10 16:02:26.042755,800,99.0000009537,0.0485863,89.0625119209,"['fold1', 'fold2', 'fold3']"
,2017-10-10 16:02:31.251355,900,100.0,0.0232514,90.104174614,"['fold1', 'fold2', 'fold3']"
,2017-10-10 16:02:36.356425,1000,99.0000009537,0.0387931,90.104174614,"['fold1', 'fold2', 'fold3']"
,2017-10-10 16:02:41.649644,1100,98.0000019073,0.0480091,90.6250059605,"['fold1', 'fold2', 'fold3']"
,,,,,,,,,"The best result is at 700 steps:Train accuracy: 100.0, Validation accuracy: 90.62, Loss: 0.0441211"
,2017-10-10 16:02:42.185779,,,,,,87.34177351,/home/duclong002/retrain_logs/PAP_smear_JPEG_10-10-15:57:54,"[('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/158986813-158986820-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157222534-157223355-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157181481-157181497-002.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157185527-157185540-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/158986766-158986776-002.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157227461-157227503-002.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157184850-157184920-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157185781-157185814-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/normal/157185781-157185793-001.jpg', 'abnormal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149316117-149316122-003.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149014631-149014646-003.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149317204-149317230-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149190861-149190868-001.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149316117-149316131-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/153831027-153831045-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/153826963-153826976-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/153701139-153701158-004.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149316426-149316462-001.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/153826963-153826989-002.jpg', 'normal'), ('/home/duclong002/Dataset/JPEG_data/PAP_smear_JPEG/abnormal/149101437-149101467-001.jpg', 'normal')]"
,2017-10-10 16:02:42.751621,0,67.9999947548,0.693028,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:02:48.159480,100,79.9999952316,0.448476,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:02:53.477886,200,86.0000014305,0.31938,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:02:58.923159,300,92.0000016689,0.191677,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:03:04.334453,400,95.0000047684,0.178968,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:03:09.713057,500,95.0000047684,0.147821,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:03:15.221381,600,97.9999959469,0.113229,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:03:20.640880,700,99.0000009537,0.084929,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:03:26.142745,800,98.0000019073,0.0660236,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:03:31.654628,900,98.0000019073,0.0686189,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:03:37.041866,1000,97.000002861,0.0637565,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:03:42.583264,1100,98.0000019073,0.0439468,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:03:48.013452,1200,100.0,0.0383736,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:03:53.554456,1300,99.0000009537,0.0560618,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:03:59.096812,1400,100.0,0.0322904,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:04:04.546597,1500,100.0,0.0470972,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:04:10.136432,1600,100.0,0.0319158,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:04:15.588615,1700,100.0,0.0418218,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:04:21.155336,1800,100.0,0.0146666,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:04:26.722734,1900,100.0,0.0246951,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:04:32.287724,2000,100.0,0.0291651,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:04:37.867393,2100,100.0,0.0296969,,"['fold1', 'fold2', 'fold3', 'fold4']"
,2017-10-10 16:04:43.349565,2200,99.0000009537,0.0470663,,"['fold1', 'fold2', 'fold3', 'fold4']"
,,,,,,,,,"The best final result is at 1800 steps:Train accuracy: 100.0, Loss: 0.0146666"
